Sno,Name,Contact Number,Fax,Address,Opening Hours,Link
211,ANG DENTAL SURGERY,62359976,62359380,304 ORCHARD ROAD                                                                    LUCKY PLAZA                                                                                          #06-34/35 Singapore 238863,Monday to Wednesday : 09:30 am to 05:30 pmThursday : 02:00 pm to 05:30 pmFriday : 09:30 am to 05:30 pmSaturday : 09:30 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2770
212,ANG MO KIO - THYE HUA KWAN HOSPITAL DIALYSIS CENTRE,65079498,62359380,17 ANG MO KIO AVENUE 9                                                                    ANG MO KIO  - THYE HUA KWAN HOSPITAL                                                                                          #- Singapore 569766,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45922
213,ANG MO KIO 10 DENTAL,64524086,62359380,BLK 532 ANG MO KIO AVENUE 10                                                                    CHENG SAN CENTRE                                                                                          #01-2485 Singapore 560532,Monday and Tuesday : 10:00 am to 07:00 pmWednesday and Friday : 10:00 am to 08:00 pmThursday : 10:00 am to 07:00 pmSaturday and Public Holiday :  ClosedSunday : 11:00 am to 06:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45472
214,ANG MO KIO DENTAL SURGERY,64522884,62359380,BLK 157 ANG MO KIO AVE 4                              #01-560 Singapore 560157,"Monday to Sunday : 10:00 am to 09:00 pm, 09:00 am to 12:00 pm, 10:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2790
215,ANG MO KIO FAMILY MEDICINE CLINIC,65541133,62359380,4190 ANG MO KIO AVENUE 6                                                                    BROADWAY PLAZA                                                                                          #03-01 Singapore 569841,Eve of Chinese New Year (24/01/2020) : 08:00 am to 01:00 pmMonday to Friday : 08:00 am to 05:00 pmSaturday : 08:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45366
216,ANG MO KIO MEDICAL CENTRE,64570273,62359380,BLK 157 ANG MO KIO AVE 4                              #01-558 Singapore 560157,"Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pmMonday and Monday : 09:00 am to 12:30 pm, 02:30 pm to 05:30 pm, 07:00 pm to 09:00 pmTuesday to Thursday : 09:00 am to 12:30 pm, 02:30 pm to 05:30 pmFriday to Sunday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2800
217,ANG SKIN & HAIR CLINIC,63533851,62359380,820 THOMSON ROAD                                                                    MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D                                                                                          #06-51 Singapore 574623,"Tuesday to Friday : 09:45 am to 05:00 pm, 10:00 am to 02:00 pmSunday and Sunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2820
218,ANG YONG GUAN PSYCHIATRY,65330088,62359380,290 Orchard Road                                                                    Paragon                                                                                          #11-09 Singapore 238859,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2830
219,ANGELIN'S BABY & CHILD CLINIC,63661011,62359380,BLK 303 WOODLANDS ST 31                              #01-177 Singapore 730303,"Monday : 09:00 am to 12:30 pm, 06:00 pm to 08:00 pmTuesday : 09:00 am to 12:30 pmWednesday : 09:00 am to 12:30 pm, 06:00 pm to 08:00 pmThursday : 09:00 am to 12:30 pmFriday : 09:00 am to 12:30 pm, 06:00 pm to 08:00 pmSaturday : 09:00 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2840
220,ANGELINE YONG DERMATOLOGY,N/A,62359380,6 NAPIER ROAD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #03-02 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=47048
221,ANGELSMILE DENTAL CENTRE,64590602,62560900,BLK 629 ANG MO KIO AVENUE 4                              #01-992 Singapore 560629,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=38892
222,ANN ARBOR DENTAL SURGERY PTE LTD,67887827,62560900,No. 5 TAMPINES ST 32                                                                    TAMPINES MART                                                                                          #02-06 Singapore 529284,Monday to Sunday : 09:00 am to 05:00 pmThursday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2850
223,ANNE'S BABY AND CHILD CLINIC,65667216,62560900,BLK 214 JURONG EAST STREET 21                              #01-433 Singapore 600214,"Monday to Friday : 09:00 am to 12:30 pm, 06:30 pm to 08:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2860
224,ANSAR CLINIC,67816694,62560900,BLK 138 Tampines Street 11                              #01-126 Singapore 521138,"Public Holiday : 08:30 am to 12:30 pm, 02:30 pm to 05:00 pmEve of Chinese New Year (24/01/2020) : 08:20 am to 11:30 am, 02:30 pm to 05:00 pmChinese New Year (25/01/2020) : 09:00 am to 12:30 pmChinese New Year (25/01/2020) : 09:00 am to 12:30 pmChinese New Year (26/01/2020) : 09:00 am to 12:30 pmChinese New Year (26/01/2020) : 09:00 am to 12:30 pmChinese New Year (27/01/2020) : 09:00 am to 12:30 pmChinese New Year (27/01/2020) : 09:00 am to 12:30 pmMonday : 08:30 am to 11:30 am, 02:30 pm to 05:00 pmSaturday to Sunday : 08:30 pm to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2870
225,ANSARI FAMILY CLINIC & SURGERY,67430714,62560900,78 LORONG  25A GEYLANG ROAD                               Singapore 388259,"Public Holiday :  ClosedMonday to Friday : 08:00 am to 01:00 pm, 02:00 pm to 06:00 pmSaturday : 08:00 am to 02:00 pmSunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2880
226,ANSON INTERNATIONAL PAEDIATRIC & CHILD DEVELOPMENT CLINIC,68362802,62560900,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #13-07 Singapore 238859,Monday : 09:00 am to 05:00 pmTuesday : 09:00 am to 01:00 pmWednesday to Friday : 09:00 am to 05:00 pmSaturday : 09:00 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=33865
227,ANTEH DISPENSARY PTE LTD,67440040,62560900,1 LORONG 22 GEYLANG                                                                    GRANDVIEW SUITES                                                                                          #01-02 Singapore 398664,"Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:00 pm, 02:00 pm to 05:00 pm, 07:00 pm to 11:00 pmChinese New Year (25/01/2020) : 01:00 pm to 06:00 pm, 07:00 pm to 11:00 pmChinese New Year (26/01/2020) : 01:00 pm to 06:00 pm, 07:00 pm to 11:00 pmChinese New Year (27/01/2020) : 01:00 pm to 06:00 pm, 07:00 pm to 11:00 pmMonday to Friday : 09:00 am to 12:00 pm, 02:00 pm to 05:00 pm, 07:00 pm to 11:00 pmSaturday : 09:00 am to 12:00 am, 01:00 pm to 06:00 pm, 07:00 pm to 11:00 pmSunday and Public Holiday : 01:00 pm to 06:00 pm, 07:00 pm to 11:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45719
228,ANTHONY HENG SURGERY,67346333,62560900,6 NAPIER RD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #05-02 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2910
229,ANTHONY'S BABY & CHILD CLINIC,62802122,62560900,327 Hougang Avenue 5                              #01-160 Singapore 530327,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=32000
230,AOMF SURGERY ORAL MAXILLO-FACIAL SURGERY & DENTAL IMPLANTS,62767276,62560900,101 IRRAWADDY ROAD                                                                    ROYAL SQUARE AT NOVENA                                                                                          #10-09 Singapore 329565,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=47021
231,AOMS JAPANESE DENTAL,68365802,62745779,501 ORCHARD ROAD                                                                    WHEELOCK PLACE                                                                                          #04-09 Singapore 238880,Monday to Friday : 08:45 am to 06:15 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44414
232,AP CENTRE FOR JOINT RECONSTRUCTION,63395527,62745779,38 IRRAWADDY ROAD                                                                    Mount Elizabeth Novena Specialist Centre                                                                                          #10-50 Singapore 329563,"Monday to Friday : 09:00 am to 12:00 pm, 02:00 pm to 05:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44488
233,APAX MEDICAL & AESTHETICS CLINIC,67696007,62745779,1 WOODLANDS ROAD                                                                    Junction 10                                                                                          #02-11 Singapore 677899,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46011
234,APAX MEDICAL & AESTHETICS CLINIC,66352702,62745779,BLK 212 HOUGANG STREET 21                              #01-313 Singapore 530212,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46694
235,APEX CLINIC & SURGERY,67535621,62745779,BLK 844 YISHUN ST 81                              #01-162 Singapore 760844,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pmMonday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pmSaturday : 08:30 am to 12:30 pmSunday : 07:00 pm to 09:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2930
236,APEX CLINIC & SURGERY,63677710,62745779,BLK 306 WOODLANDS ST 31                              #01-39 Singapore 730306,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pmMonday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:00 pmSaturday : 08:30 am to 12:00 pmSunday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2940
237,APEX DENTAL SURGERY PTE LTD,64548091,62745779,BLK 632 ANG MO KIO AVE 4                              #01-956 Singapore 560632,"Monday to Friday : 08:30 am to 12:30 pm, 01:30 pm to 04:30 pmSaturday to Sunday : 08:30 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2950
238,APEX HEART CLINIC,64797928,62745779,6A NAPIER ROAD                                                                    GLENEAGLES HOSPITAL ANNEXE BLOCK                                                                                          #04-37 Singapore 258500,Monday to Friday : 08:30 am to 05:30 pmSaturday : 08:30 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44461
239,APEX MEDICAL CENTRE (JURONG) PTE LTD,67912292,62745779,BLK 960 JURONG WEST ST 92                              #01-172 Singapore 640960,"Public Holiday : 08:30 am to 12:00 pmEve of Lunar New Year (04/02/2019) : 08:00 am to 12:00 pmMonday to Friday : 08:30 am to 08:30 pmSaturday : 08:30 am to 12:00 pmSunday : 08:30 am to 12:00 pm, 07:00 pm to 09:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2960
240,APICARE PAIN CLINIC,65133383,62745779,1 FARRER PARK STATION ROAD                                                                    CONNEXION                                                                                          #15-05 Singapore 217562,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45509
241,APOLLO MEDICAL CENTRE,62962777,62964348,BLK 668 CHANDER ROAD                              #01-24 Singapore 210668,"Monday to Saturday : 08:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:30 pm to 09:30 pmSunday and Public Holiday : 10:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:30 pm to 09:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=34610
242,APOLLONIA DENTAL SURGERY,62256323,62964348,1 TANJONG PAGAR PLAZA                              #02-35 Singapore 082001,Monday to Friday : 09:00 am to 07:00 pmSaturday : 09:00 am to 02:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46531
243,APPLE DENTAL CLINIC,64416880,62964348,BLK 416 BEDOK NORTH AVENUE 2                              #01-23 Singapore 460416,Monday to Friday : 09:00 am to 05:00 pmSaturday to Saturday : 09:00 am to 02:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2980
244,APPLE EAR NOSE THROAT SINUS AND  SNORING CENTRE,67355500,62964348,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #11-03 Singapore 238859,Monday to Friday : 09:00 am to 05:00 pmSaturday : 09:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=38003
